score;segment;navn;orgnr;orgform;kanal;epost;telefon;hjemmeside;adresse;postnr;poststed;kommune;ansatte;naeringskode;registrert;formaal;score_grunnlag
20;eiendom;PK BYGG OG TAKSERING AS;914271592;AS;e-post/telefon;;;;Heggedalsveien 191A;1389;HEGGEDAL;ASKER;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2014-10-08;Håndverkertjenester og taksering av eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;POLARSIRKELEN TAKST & BYGGEKONTROLL AS;917631263;AS;e-post/telefon;;;;Strandgata 7;8622;MO I RANA;RANA;;71.121 Byggeteknisk konsulentvirksomhet;2016-09-03;Prosjektering, taksering, byggekontroll, analyser, raporter og byggfaglige beskrivelser.;eiendom i formål + AS (e-post lovlig)
20;eiendom;PRANS TAKST OG EIENDOM AS;933787044;AS;e-post/telefon;;;;Grimstadgata 30J;0464;OSLO;OSLO;0;68.320 Eiendomsforvaltning på oppdrag;2024-07-12;Takserings og rådgivertjenester innen bygg og eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;PRETIUM TAKST & EIENDOM AS;918488324;AS;e-post/telefon;;;;Tuengen allé 7;0374;OSLO;OSLO;0;68.320 Eiendomsforvaltning på oppdrag;2017-02-10;Taksering og verdifastsettelse av eiendom, kjøp og salg av eiendom, utleie av eiendom, oppussing av eiendom og annet som hører dertil.;eiendom i formål + AS (e-post lovlig)
20;eiendom;PRI TAKST AS;926113844;AS;e-post/telefon;;;;Gurannveien 28B;3089;HOLMESTRAND;HOLMESTRAND;0;68.310 Eiendomsmegling og andre formidlingstjenester for eiendom;2020-12-14;Taksering og verdivurdering av boliger og eiendommer, tjenester tilknyttet eiendom og kjøp, drift og salg av eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;PUTHI TAKST AS;935081041;AS;e-post/telefon;;;;Hausmanns gate 31B;0182;OSLO;OSLO;;68.320 Eiendomsforvaltning på oppdrag;2025-02-21;Takstoppdrag- Eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;PÅLS TAKST & BYGG AS;932071088;AS;e-post/telefon;;;;Øvre Myllarsmarka 9;4371;EGERSUND;EIGERSUND;0;71.121 Byggeteknisk konsulentvirksomhet;2023-09-14;Byggeteknisk konsulentvirksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;RAJ BYGG & TAKSERING AS;935094550;AS;e-post/telefon;;;;c/o Ola Paaske Gulbrandsen, Nordstjerneveien 10;0494;OSLO;OSLO;;68.320 Eiendomsforvaltning på oppdrag;2025-02-24;Taksering, tømrerarbeid og tilhørende bygningsvurderinger. Byggservice. Vaktmestertjenester.;eiendom i formål + AS (e-post lovlig)
20;eiendom;RAJO TAKST AS;935541212;AS;e-post/telefon;;;;Austre Sagstadvegen 18;5243;FANA;BERGEN;0;71.121 Byggeteknisk konsulentvirksomhet;2025-05-21;Taksering av bygg og eiendom, energiberegning av bygg, konsultering, prosjekttjenester innen bygg o.;eiendom i formål + AS (e-post lovlig)
20;eiendom;REPS HUS & TAKST AS;932927276;AS;e-post/telefon;;;;Barkvegen 18;2214;KONGSVINGER;KONGSVINGER;0;41.000 Oppføring av bygninger;2024-01-31;Bygg og taksttjenester, kjøp og salg av kapitalvarer og eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;RIKSFJORD TAKSERING AS;927424843;AS;e-post/telefon;post@riksfjordtaksering.no;934 48 883;www.riksfjordtaksering.no;Holavegen 13;6440;ELNESVÅGEN;HUSTADVIKA;0;68.320 Eiendomsforvaltning på oppdrag;2021-07-15;Takseringsvirksomhet.;AS (e-post lovlig) + e-post i registeret + hjemmeside
20;eiendom;ROALDSVIK TAKST OG TØMRERTJENESTER AS;930967211;AS;e-post/telefon;;;;Bjørvikveien 13;7924;AUSTAFJORD;NÆRØYSUND;0;68.320 Eiendomsforvaltning på oppdrag;2023-03-07;Takstering av eneboliger og leiligheter. Tømrertjenester;eiendom i formål + AS (e-post lovlig)
20;eiendom;RODELØKKA TAKST AS;931690302;AS;e-post/telefon;;;;Snippen 6A;0566;OSLO;OSLO;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2023-07-06;Taksering av boliger.;eiendom i formål + AS (e-post lovlig)
20;eiendom;ROMSDAL TAKST AS;935428602;AS;e-post/telefon;;;;Sollivegen 1;6414;MOLDE;MOLDE;0;68.310 Eiendomsmegling og andre formidlingstjenester for eiendom;2025-04-30;Eiendomsmegler.;eiendom i formål + AS (e-post lovlig)
20;eiendom;ROSKA TAKST AS;937079478;AS;e-post/telefon;;;;Klovene 9;6809;FØRDE;SUNNFJORD;;68.320 Eiendomsforvaltning på oppdrag;2026-02-02;Eiendomsforvaltning på vegne av andre.;eiendom i formål + AS (e-post lovlig)
20;eiendom;RUNE HESTNES TAKSERING AS;912080935;AS;e-post/telefon;;;;Lekneset;5286;HAUS;OSTERØY;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2013-07-01;Taksering av eiendommer, byggmestervirksomhet og det som naturlig hører sammen med dette.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SANDVOLL TAKST AS;929262778;AS;e-post/telefon;;;;c/o Lars Erik Sandvoll, Steinvegen 16;2615;LILLEHAMMER;LILLEHAMMER;0;68.320 Eiendomsforvaltning på oppdrag;2022-05-27;Taksering av fast eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SB TAKST AS;932446952;AS;e-post/telefon;;;;Berghoffveien 65;1340;SKUI;BÆRUM;0;68.320 Eiendomsforvaltning på oppdrag;2023-11-15;Taksering av bygg og anlegg.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SCHAU TAKST AS;896605542;AS;e-post/telefon;;;;Bregneveien 5;3292;STAVERN;LARVIK;;71.121 Byggeteknisk konsulentvirksomhet;2011-02-22;Byggtekningsk rådgivning og taksering av eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SCHIVE TAKST AS;824430012;AS;e-post/telefon;;;;Eivindsvegen 8;5532;HAUGESUND;HAUGESUND;0;68.320 Eiendomsforvaltning på oppdrag;2020-01-17;Takseringtjenester som tilstandsanalyse av boliger, boligsalgsrapport, verditakst, rådgivning mm.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SENTRUM TAKST AS;937274106;AS;e-post/telefon;;;;Olaf Helsets vei 5;0694;OSLO;OSLO;0;68.320 Eiendomsforvaltning på oppdrag;2026-03-02;Eiendomsforvaltning på vegne av andre.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SILJUBERG TAKSERING AS;914989612;AS;e-post/telefon;;;;Flaenbakken 1A;2070;RÅHOLT;EIDSVOLL;;68.320 Eiendomsforvaltning på oppdrag;2015-03-06;Taksering av fast eiendom. Byggeteknisk konsulenttjenester.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SIMONSEN TAKST AS;938025762;AS;e-post/telefon;;;;Østmarkveien 4B;0687;OSLO;OSLO;;;2026-07-02;Taksering, verditakst, arealmåling og tilstandsrapporter.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SIV.ING OG TAKSTMANN EIVIND PETTERSEN AS;925406902;AS;e-post/telefon;;;;Årbogveien 100;3515;HØNEFOSS;RINGERIKE;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2020-07-29;Salg av taksttjenester og konsulentarbeid innenfor bygg og anlegg.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SKAGE TAKSERING AS;927272229;AS;e-post/telefon;;;;Mongsedalen 9;5918;FREKHAUG;ALVER;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2021-06-15;Taksering av eiendom;eiendom i formål + AS (e-post lovlig)
20;eiendom;SKAGESTAD TAKST OG EIENDOM AS;930636622;AS;e-post/telefon;;;;c/o Richard Skagestad, Lølandsveien 108;4520;LINDESNES;LINDESNES;0;68.320 Eiendomsforvaltning på oppdrag;2023-01-11;Taksering av fast eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SKAUG TAKST & RÅDGIVING AS;937378076;AS;e-post/telefon;;;;Nyhusvegen 10;2666;LORA;LESJA;0;71.121 Byggeteknisk konsulentvirksomhet;2026-03-18;Taksering og rådgiving innen byggebransjen, Ingeniør- og prosjektledertjenester innen byggeprosjekter. Arkitekttjenester, bygg.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SKI TAKST & EIENDOM AS;937452470;AS;e-post/telefon;;;;Folloveien 76;1423;SKI;NORDRE FOLLO;;68.310 Eiendomsmegling og andre formidlingstjenester for eiendom;2026-03-30;Takstering og Eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SKIEN TAKST AS;933071944;AS;e-post/telefon;;;;Luksefjellvegen 64;3716;SKIEN;SKIEN;0;68.320 Eiendomsforvaltning på oppdrag;2024-02-26;Takseringstjenester, rådgivning, byggelån og byggeoppfølging. Bistand ved reklamasjon.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SKUI TAKST AS;835995852;AS;e-post/telefon;;;;Gydas gate 11;3732;SKIEN;SKIEN;0;68.320 Eiendomsforvaltning på oppdrag;2025-08-19;Taksering av eiendommer, konsulenttjenester i forbindelse med eiendom, samt investeringsvirksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SLETTEN TAKST AS;824452652;AS;e-post/telefon;;;;Plankevegen 24;2413;ELVERUM;ELVERUM;0;68.320 Eiendomsforvaltning på oppdrag;2020-01-21;Taksering i forbindelse med kjøp, salg og utleie av fast eiendom. Ventilasjonstjenester, rørleggertjenester, bygningshåndverkere.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SLETTO TAKST AS;920225241;AS;e-post/telefon;;412 38 315;;Øvre-Ålsvegen 220;3570;ÅL;ÅL;0;68.320 Eiendomsforvaltning på oppdrag;2018-01-11;Taksering og byggeteknisk konsulentvirksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SOGN TAKST AS;919880929;AS;e-post/telefon;;;;Flåten 12;6884;ØVRE ÅRDAL;ÅRDAL;0;68.320 Eiendomsforvaltning på oppdrag;2017-11-09;Taksering, byggeleiing.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SOLBERG TAKST OG BYGG;935234921;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);atle.solberg@tstakst.no;90173900;tstakst.no;Signalveien 4;3292;STAVERN;LARVIK;;68.110 Kjøp og salg av egen fast eiendom;2025-03-19;Kjøp og salg av egen fast eiendom. Ingeniør- og prosjektledertjenester innen byggeprosjekter. Tømrer, oppføring og vedlikehold av bygninger. Murertjenester.;eiendom i formål + e-post i registeret + hjemmeside
20;eiendom;SPIRA TAKST AS;916619901;AS;e-post/telefon;;;;Smørhusbakken 1;9300;FINNSNES;SENJA;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2016-02-03;Bygg og anlegg: Taksering. Uavhengig kontroll. Byggeledelse. Prosjektering.;eiendom i formål + AS (e-post lovlig)
20;eiendom;STEINSVIK TAKST AS;935105595;AS;e-post/telefon;;;;Kvernhusveien 23;5164;LAKSEVÅG;BERGEN;;68.320 Eiendomsforvaltning på oppdrag;2025-02-25;Takstfirma med tjenester innenfor verditakst og tilstandsrapporter.;eiendom i formål + AS (e-post lovlig)
20;eiendom;STENE TAKST AS;922899355;AS;e-post/telefon;;;;Heggdalsringen 63;7049;TRONDHEIM;TRONDHEIM;0;68.320 Eiendomsforvaltning på oppdrag;2019-06-15;Takstvirksomhet knyttet til eiendommer og andre produkter/tjenester som naturlig hører sammen med dette, herunder å delta i andre selskap med liknende virksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;STENSRUD BYGG OG TAKSERING AS;927352699;AS;e-post/telefon;;;;Høgvollvegen 28;3850;KVITESEID;KVITESEID;0;41.000 Oppføring av bygninger;2021-06-29;Nybygg, restaurering, tilbygg, takomlegging osv.;eiendom i formål + AS (e-post lovlig)
20;eiendom;STENSRØD TAKST OG BYGGVURDERING AS;936923550;AS;e-post/telefon;;;;Porsgrunnsvegen 188;3735;SKIEN;SKIEN;0;71.129 Annen teknisk konsulentvirksomhet;2026-01-07;Ingeniørtjenester.;eiendom i formål + AS (e-post lovlig)
20;eiendom;STORETIND TAKST OG RÅDGIVING AS;930868833;AS;e-post/telefon;;;;c/o Karl Anders Bjørdal, Bjørdalsvegen 81;6156;ØRSTA;ØRSTA;0;71.121 Byggeteknisk konsulentvirksomhet;2023-02-21;Ingeniør- og prosjektledertjenester innen byggeprosjekter. Ingeniørtjenester.;eiendom i formål + AS (e-post lovlig)
20;eiendom;STRØMMEN TAKST;970289860;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);svein.arild.strommen@gmail.com;917 47 270;www.strommentakst.no;Glomstuvegen 42D;6412;MOLDE;MOLDE;;68.320 Eiendomsforvaltning på oppdrag;1995-02-20;Taksering av fast eiendom, Takstmann.;eiendom i formål + e-post i registeret + hjemmeside
20;eiendom;STÆRKEBY TAKST AS;994280317;AS;e-post/telefon;;;;Hamborggata 21;3018;DRAMMEN;DRAMMEN;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2009-07-20;Taksering av fast eiendom, kjøp og salg av eiendom, herunder å delta i andre selskaper med lignende virksomhet. Det skal også være anledning til å eie og forvalte fast eiendom og verdipapirer.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SUNNFJORD TAKSTKONTOR AS;929628721;AS;e-post/telefon;;;;Haukedalsvegen 1;6818;HAUKEDALEN;SUNNFJORD;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2022-08-11;Takst på hus og eigendom, tilstandsrapport, verdirapport.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SUNNHORDLAND TAKSERING AS;894714352;AS;e-post/telefon;;;;Hidlesneset 10;5437;FINNÅS;BØMLO;0;68.320 Eiendomsforvaltning på oppdrag;2009-11-18;Taksering og kontroll av bolig og næringseiendom. I tillegg investering i fast eiendom og verdipapirer hvor det vurderes som interessant for selskapet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SVEA TAKST AS;920331130;AS;e-post/telefon;;;;Obovegen 1;7560;VIKHAMMER;MALVIK;;68.320 Eiendomsforvaltning på oppdrag;2018-01-29;Taksering, byggevirksomhet og rådgivning.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SØNDENFJELDSKE TAKSTFORRETNING AS;930382140;AS;e-post/telefon;;;;Brulyvegen 21;2849;KAPP;ØSTRE TOTEN;0;68.320 Eiendomsforvaltning på oppdrag;2022-12-08;Taksering av fast eiendom og løsøre. Rådgivning, byggledelse og økonomioppfølging av byggprosjekt. Uavhengig kontroll i byggprosjekt. Energirådgivning. Undervisning og rådgivning mot bygg og anleggsfag, og annet som naturlig tilhører fagområdene.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SØR-ØST TAKSERING AS;929871316;AS;e-post/telefon;;;;c/o Audun Vesterdal, Haugvegen 17;3802;BØ I TELEMARK;MIDT-TELEMARK;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2022-09-19;Tjenester tilknyttet taksering av eiendom, samt annen virksomhet som faller naturlig inn under dette. Selskapet har videre anledning til å delta i andre selskaper.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SØRENSEN TAKST AS;932837005;AS;e-post/telefon;;;;Carl Bertheussens veg 23c;9020;TROMSDALEN;TROMSØ;0;71.121 Byggeteknisk konsulentvirksomhet;2024-01-16;Byggeteknisk konsulentvirksomhet herunder takst, tilstandsrapport og utvikling av eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SØRLIE TAKST AS;919073934;AS;e-post/telefon;;;;Storhamargata 38;2317;HAMAR;HAMAR;0;68.320 Eiendomsforvaltning på oppdrag;2017-06-01;Taksering av eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;SØRØ TAKSERING AS;932097567;AS;e-post/telefon;;;;Asvallveien 34;3961;STATHELLE;BAMBLE;0;68.320 Eiendomsforvaltning på oppdrag;2023-10-06;Takstoppdrag for fast eiendom og malertjenester.;eiendom i formål + AS (e-post lovlig)
20;eiendom;T.O TAKST OG EIENDOM AS;937230087;AS;e-post/telefon;;;;Olleveien 36;3057;SOLBERGELVA;DRAMMEN;0;71.121 Byggeteknisk konsulentvirksomhet;2026-02-23;Byggteknisk konsulentvirksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TA OLSEN TAKST AS;929264525;AS;e-post/telefon;;;;Kurudgutua 33;2618;LILLEHAMMER;LILLEHAMMER;0;68.320 Eiendomsforvaltning på oppdrag;2022-05-27;Taksering av fast eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKSERING AS;915181724;AS;e-post/telefon;;;;Randabergveien 59A;4025;STAVANGER;STAVANGER;;68.320 Eiendomsforvaltning på oppdrag;2015-03-30;Boligtaksering/utvikling av eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST & BEFARINGSSENTERET AS;917362475;AS;e-post/telefon;;;;Sigurd Hoels vei 98;0655;OSLO;OSLO;0;71.121 Byggeteknisk konsulentvirksomhet;2016-06-24;Byggeledelse, taksering og befaring.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST & BOLIGHJELP AS;921130597;AS;e-post/telefon;;;;Åskanten 20;1570;DILLING;MOSS;;71.121 Byggeteknisk konsulentvirksomhet;2018-07-06;Alt av takst- konsulenttjenester- entreprenørtjenester- autorisert uavhengig takstmann, takst-økonom, takst. Ing. Prosjektleder, byggeleder. teknisk konsulent - kjøp salg av eiendom og annet som faller naturlig sammen med dette.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST & BYGG AS;932209284;AS;e-post/telefon;;;;Sløyfeveien 4K;3120;NØTTERØY;FÆRDER;0;68.320 Eiendomsforvaltning på oppdrag;2023-10-09;Taksering av bygg og eiendom, rådgivning innenfor eiendom, og snekkerarbeider.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST & BYGGKONSULENT AS;981046641;AS;e-post/telefon;;32 88 50 70;;Grubegata 39;3031;DRAMMEN;DRAMMEN;;71.121 Byggeteknisk konsulentvirksomhet;1999-09-04;Takst, byggkonsulent, kjøp, salg, utleie og rehabilitering av fast eiendom.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST & BYGGMESTER ERIKSEN AS;818768052;AS;e-post/telefon;;;;Røtingavegen 144;5216;LEPSØY;BJØRNAFJORDEN;0;71.121 Byggeteknisk konsulentvirksomhet;2017-03-31;Rådgivning, byggeteknisk konsulentvirksomhet og annet som naturlig faller sammen med dette. Taksering og byggmestervirksomhet innen byggebransjen og annet som naturlig faller sammen med dette.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST & BYGGRÅDGIVNING AS;929671996;AS;e-post/telefon;;;;Hornslivegen 103;2866;ENGER;SØNDRE LAND;0;71.121 Byggeteknisk konsulentvirksomhet;2022-08-22;Rådgivende ingeniør bygg og anlegg, takseringstjenester. Energirådgivning, tjenester innen bygg og anlegg - håndverkstjenester.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST & BYGGTEKNIKK T. WIIG;926202022;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);post@bergenhusas.no;476 62 470;www.bergenhusas.no;Orrhøyflaten 1;5918;FREKHAUG;ALVER;;68.320 Eiendomsforvaltning på oppdrag;2020-12-17;Takstvirksomhet og annen byggteknisk bistand.;eiendom i formål + e-post i registeret + hjemmeside
20;eiendom;TAKST & BYGNINGSKONTROLL AS;997987098;AS;e-post/telefon;;419 32 720;;Hellekroken 31;1434;ÅS;ÅS;0;68.320 Eiendomsforvaltning på oppdrag;2012-03-05;Takseringsvirksomhet, byggteknisk og konsulentvirksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST & BYGNINGSVERN AS;925942138;AS;e-post/telefon;;;;c/o Bent Ove Schørlien, Haugsjåsund 368;3855;TREUNGEN;NISSEDAL;;68.320 Eiendomsforvaltning på oppdrag;2020-11-10;Takst- og byggevirksomhet, rådgivning og eiendomsutvikling og andre tjenester som naturlig hører sammen med dette herunder å delta i andres selskaper med lignende virksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST & EIENDOMSRÅDGIVNING AS;913437195;AS;e-post/telefon;;;;Sislevegen 1;3550;GOL;GOL;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2014-04-07;Taksering og byggeteknisk konsulentvirksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST & INTERIØRPARTNER AS;830696172;AS;e-post/telefon;;;;Njoruns vei 3;1920;SØRUMSAND;LILLESTRØM;0;68.320 Eiendomsforvaltning på oppdrag;2023-01-23;Drive taksering av eiendommer, samt interiør- og boligstyling, og det som naturlig faller inn under dette. Investering i aksjer.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST & MALERMESTER A.MAGNUS AS;928604306;AS;e-post/telefon;;;;Tivolisvingen 2;2067;JESSHEIM;ULLENSAKER;0;68.320 Eiendomsforvaltning på oppdrag;2022-01-24;Taksering av boliger Takstmann Malermester. Utøvende maler Kjøp og salg av maler produkter. Ikke butikk utsalg Konsulent innen for malerarbeid og administrasjons arbeid.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST & MESTERBYGG AS;931692194;AS;e-post/telefon;;;;Rønningenveien 71;4846;ARENDAL;ARENDAL;0;71.121 Byggeteknisk konsulentvirksomhet;2023-07-06;Salg av arkitekt-byggetekniske tjenester, taksering av bygg og eiendom, tømrerarbeider.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST & VINDU ENTREPRENØREN AS;825901892;AS;e-post/telefon;post@tentre.no;484 68 010;www.Tentre.no;Solbakken 8;3530;RØYSE;HOLE;;41.000 Oppføring av bygninger;2020-11-03;Oppføring av bygninger.;AS (e-post lovlig) + e-post i registeret + hjemmeside
20;eiendom;TAKST & VINDU ENTREPRENØREN TORGERSEN;932019086;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);post@tentre.no;484 68 010;www.tentre.no;Solbakken 8;3530;RØYSE;HOLE;;68.320 Eiendomsforvaltning på oppdrag;2023-09-05;Taksering og tømrerarbeider. Kjøp og salg, samt utvikling av eiendom.;eiendom i formål + e-post i registeret + hjemmeside
20;eiendom;TAKST AS;989615513;AS;e-post/telefon;;63 90 18 34;;Svarverudgrenda 8;2150;ÅRNES;NES;0;68.320 Eiendomsforvaltning på oppdrag;2006-03-22;Taksering, bygg og eiendomstjenester og virksomhet som naturlig er knyttet til dette.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST FAKTUM AS;920633854;AS;e-post/telefon;;;;Skonnertveien 55;4308;SANDNES;SANDNES;0;71.121 Byggeteknisk konsulentvirksomhet;2018-03-20;Byggeteknisk konsulentvirksomhet, herunder takseringer av eiendommer. I tillegg snekkervirksomhet.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST HEGERLAND AS;923118187;AS;e-post/telefon;;;;Øvre Frydendal 15;1384;ASKER;ASKER;0;68.320 Eiendomsforvaltning på oppdrag;2019-08-17;Verdi og tilstandsrapporteringer. Være leverandør av takster til boligeiere med hovedvekt på Aksershus, Oslo og Buskerud, samt andre tjenester som naturlig faller sammen med dette.;eiendom i formål + AS (e-post lovlig)
20;eiendom;TAKST INNLANDET AS;912128822;AS;e-post/telefon;;;;Vest-Torpvegen 41;2870;DOKKA;NORDRE LAND;0;68.320 Eiendomsforvaltning på oppdrag;2013-07-24;Taksering av eiendommer.;eiendom i formål + AS (e-post lovlig)
